id,uuid,name_arabic,name_english,price_amount,price_unit,image_url,product_url,is_active,store_id,category,pinecone_id,file_id,time_created,time_updated,detection,dimension_unit,length,width,product_color,two_d_icon,height,three_d_model,main_color,secondary_colors,styles,salla_product_id,room_types,style_tags,commerce_category,commerce_subcategory,seating_capacity
173309,4ef15f96-d600-458b-83db-d3c0b5ee7559,فازة زجاجية ذات قوام - رمادي رماديث,Textured Glass Vase - Ash Grey,180.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/textured-glass-vase-ash-grey-1.jpg,https://cityw.com.sa/product/textured-glass-vase-ash-grey/,true,50,vase,404602025062,227,9/15/26,9/15/26,true,cm,24.00,24.00,,,15.00,,Grey,,"Modern, Minimalist",,,,decor,vase,
173363,80ee3b6e-7c65-4c6e-b3e7-d223fa319119,كرسي دوار أرابيلا أزرق,Swivel Chair Arabella Blue,1050.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/swivel-chair-arabella-blue-2.jpg,https://cityw.com.sa/product/swivel-chair-arabella-blue/,true,50,chair,352870600623,227,9/15/26,9/15/26,true,,,,,2D_icons/cityw/chair-165482.svg,,,Denim Blue,,"Modern, Minimalist",,,,seating,chair,
173399,1586223c-e773-4202-8112-f16562f26470,مصباح طاولة بظل قماش - أبيض,Fabric Shade Table Lamp - White,250.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/fabric-shade-table-lamp-white-1.jpg,https://cityw.com.sa/product/fabric-shade-table-lamp-white/,true,50,lampshade,382572282392,227,9/15/26,9/15/26,true,cm,38.00,38.00,,,68.00,,White,,"Minimalist, Modern",,,,lighting,table-lamp,
173409,24f54f52-c72f-4353-bb88-2d6a91fdbec3,مصباح طاولة زجاجي - رمادي مدخن,Glass Table Lamp - Smoke Grey,540.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/glass-table-lamp-smoke-grey-1.jpg,https://cityw.com.sa/product/glass-table-lamp-smoke-grey/,true,50,lampshade,067802119528,227,9/15/26,9/15/26,true,cm,36.00,23.00,,,82.00,,Grey,,"Modern, Minimalist",,,,lighting,table-lamp,
173438,793be82b-748a-4f0d-b77f-40dd35e0a3e6,مصباح طاولة دائري من الحديد - متعدد,Round Iron Table Lamp - Multi,270.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/round-iron-table-lamp-multi-1.jpg,https://cityw.com.sa/product/round-iron-table-lamp-multi/,true,50,lampshade,263160897006,227,9/15/26,9/15/26,false,cm,32.00,12.00,,,42.00,,White,,"Modern, Minimalist",,,,lighting,table-lamp,
173539,40c0d56b-9fba-4b65-bf08-1086b8f70c88,4 مقاعد أريكة قماش - رمل دافئ,4 Seater Fabric Sofa - Warm Sand,3250.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/4-seater-fabric-sofa-warm-sand-4.jpg,https://cityw.com.sa/product/4-seater-fabric-sofa-warm-sand/,true,50,sofa,468479525334,227,9/15/26,9/15/26,true,cm,152.00,95.00,,,70.00,,Beige,,"Minimalist, Scandinavian",,,,seating,sofa,4
172800,5fe0a266-66e9-4bae-bfb8-c1f1e8858c04,تمثال من خشب منحوت على قاعدة معدنية - بني عتيق,Carved Wood Disc Sculpture on Metal Stand - Antiqued Brown,550.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/carved-wood-disc-sculpture-on-metal-stand-antiqued-brown-1.jpg,https://cityw.com.sa/product/carved-wood-disc-sculpture-on-metal-stand-antiqued-brown/,true,50,statue-and-antique,393903618872,227,9/15/26,9/15/26,false,cm,30.00,10.00,,2D_icons/cityw/statue-and-antique-164286.svg,41.00,,Espresso,,"Rustic_Modern, Minimalist",,,,decor,statue-and-antique,
172801,86db30f3-395a-471c-8158-6d0900c98dd9,حلية تمثال معدني بحلقة لولبية 50 سم - أسود,Spiral Ring Metal Figurine Ornament 50cm - Black,450.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/spiral-ring-metal-figurine-ornament-50cm-black-1.jpg,https://cityw.com.sa/product/spiral-ring-metal-figurine-ornament-50cm-black/,true,50,statue-and-antique,021789052468,227,9/15/26,9/15/26,false,cm,47.00,10.00,,2D_icons/cityw/statue-and-antique-164287.svg,50.00,,Black,,"Modern, Minimalist",,,,decor,statue-and-antique,
172802,92672f95-d63d-4800-92c5-f7b0473a2ff5,خزانة كتب ذات بابين مع رفوف زجاجية - أبيض وبلوط,2-Door Bookcase with Glass Shelves - White & Oak,1250.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/2-door-bookcase-with-glass-shelves-white-oak-1.jpg,https://cityw.com.sa/product/2-door-bookcase-with-glass-shelves-white-and-oak/,true,50,shelve,489944398563,227,9/15/26,9/15/26,true,,,,,2D_icons/cityw/shelve-164300.svg,,Tencent_3D_models/cityw/shelve-172802.glb,White,,"Modern, Minimalist",,,,storage,shelve,
172803,0f3c0ead-eedb-4f7b-adef-b2577941d1ae,تمثال عرض فتاة زهور من الراتنج مع ببغاء - متعدد الألوان,Resin Flower Girl Display Figurine with Parrot - Multicolour,240.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/resin-flower-girl-display-figurine-with-parrot-multicolour-1.jpg,https://cityw.com.sa/product/resin-flower-girl-display-figurine-with-parrot-multicolour/,true,50,statue-and-antique,163685704545,227,9/15/26,9/15/26,true,cm,,,,2D_icons/cityw/statue-and-antique-164291.svg,28.00,,White,,"Boho, Tropical",,,,decor,statue-and-antique,
172805,c26eb8aa-aa2e-4047-b617-094b7de8b502,تمثال معدني هندسي على قاعدة سوداء - ذهبي وأسود,Geometric Metal Sculpture on Black Base - Gold & Black,480.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/geometric-metal-sculpture-on-black-base-gold-black-2.jpg,https://cityw.com.sa/product/geometric-metal-sculpture-on-black-base-gold-and-black/,true,50,statue-and-antique,302530882108,227,9/15/26,9/15/26,false,,,,,2D_icons/cityw/statue-and-antique-164290.svg,,,Gold,,"Modern, Minimalist",,,,decor,statue-and-antique,
172806,b1b8a208-1323-45c1-b48a-9635a3a38958,رف كتب معدني بخمسة أرفف مع أرفف زجاجية - ذهبي,5-Shelf Metal Bookshelf with Glass Shelves - Gold,3150.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/5-shelf-metal-bookshelf-with-glass-shelves-gold-1.jpg,https://cityw.com.sa/product/5-shelf-metal-bookshelf-with-glass-shelves-gold/,true,50,shelve,234488137784,227,9/15/26,9/15/26,true,cm,82.00,37.00,,2D_icons/cityw/shelve-164299.svg,184.00,Tencent_3D_models/cityw/shelve-172806.glb,Brass,,"Modern, Minimalist",,,,storage,shelve,
172809,27a82c6a-87c7-4955-8ca2-72eca764f695,رف عرض مع رفوف زجاجية فقاعة - أسود,Display Shelf with Bubble Glass Shelves - Black,2490.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/display-shelf-with-bubble-glass-shelves-black-5-1.jpg,https://cityw.com.sa/product/display-shelf-with-bubble-glass-shelves-black/,true,50,shelve,471169456150,227,9/15/26,9/15/26,true,cm,115.00,30.00,,2D_icons/cityw/shelve-164304.svg,195.00,Tencent_3D_models/cityw/shelve-172809.glb,Black,,"Modern, Minimalist",,,,storage,shelve,
172810,a84101d0-ee66-4878-8734-5e850850658b,تمثال أنثى الأسد من الراتنج البوليمري - ذهبى,Lioness Animal Statuary Polyresin Ornament - Gold,2850.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/lioness-animal-statuary-resin-figurine-gold-4.jpg,https://cityw.com.sa/product/deco-figurine-lion-gold-113cm/,true,50,statue-and-antique,962942232258,227,9/15/26,9/15/26,true,cm,113.00,58.00,,,40.00,,Gold,,"Modern, Classy",,,,decor,statue-and-antique,
172811,c098e41a-fb26-46dd-9e2e-067308c6eb03,مطبخ مودينا 125x200 سم خزانة عرض معدنية وخشبية - أسود وطبيعي,Modena 125x200 cm Metal & Wood Display Cabinet - Black & Natural,4950.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/modena-125x200-cm-metal-wood-display-cabinet-black-natural-1-1.jpg,https://cityw.com.sa/product/modena-125x200-cm-metal-and-wood-display-cabinet-black-and-natural/,true,50,shelve,231553818469,227,9/15/26,9/15/26,true,cm,125.00,35.00,,,200.00,,Walnut,,"Industrial, Minimalist",,,,storage,shelve,
172812,1263b47a-7b57-4e5a-a6c4-492d6a284f18,غرف 4-رفوف خشبية مشجرة مع سطح رخامي - رمادي وأبيض,Glenn 4-Shelf Fluted Wood Bookshelf with Marble Top - Charcoal & White,5950.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/glenn-4-shelf-fluted-wood-bookshelf-with-marble-top-charcoal-white-1-1.jpg,https://cityw.com.sa/product/glenn-4-shelf-fluted-wood-bookshelf-with-marble-top-charcoal-and-white/,true,50,shelve,494591017031,227,9/15/26,9/15/26,true,cm,100.00,190.00,,,,,Charcoal,,"Modern, Minimalist",,,,storage,shelve,
172816,c3844281-c962-47c3-95d9-1c3ea40b16f7,وحدة رفوف مفتوحة بتصميم رخامي مكونة من 5 طبقات - رمادي وأسود,5-Tier Marble-Look Open Shelving Unit - Grey & Black,2850.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/5-tier-marble-look-open-shelving-unit-grey-black-3.jpg,https://cityw.com.sa/product/shelf-okinawa-120x180cm/,true,50,shelve,563433908694,227,9/15/26,9/15/26,true,cm,120.00,30.00,,,180.00,,Grey,,"Modern, Minimalist",,,,storage,shelve,
172817,7a7644f3-e6c6-4aba-baf8-b02346e9dbe1,طقم طاولة مركز من 2 قطعة من النحاس والزجاج - ذهبى,2 Piece Wire Brass and Glass Center Table Set - Gold,1130.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/2-piece-wire-brass-and-glass-center-table-set-gold-1.jpg,https://cityw.com.sa/product/set-of-2-round-glass-top-centre-tables-brass/,true,50,center-table,063234925530,227,9/15/26,9/15/26,true,cm,70.00,70.00,,2D_icons/cityw/center-table-164317.svg,34.00,,Gold,,"Modern, Minimalist",,,,tables,center-table,
172818,22e9a742-222a-43a8-ba25-a61dbca828d4,طاولة مركز زجاجية هندسية - شفافة وسوداء,Geometric Glass Center Table - Clear & Black,660.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/geometric-glass-center-table-clear-black-1.jpg,https://cityw.com.sa/product/geometric-glass-top-centre-table-80x80-cm-black/,true,50,center-table,611188182937,227,9/15/26,9/15/26,false,cm,80.00,80.00,,2D_icons/cityw/center-table-164321.svg,45.00,,Black,,"Modern, Minimalist",,,,tables,center-table,
172819,3d72b567-89f3-4cca-9514-d6dd30add992,طاولة قهوة زجاجية منحوتة على شكل فرس النهر - ذهبية,Hippo Sculptural Glass Coffee Table - Gold,1350.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/hippo-sculptural-glass-coffee-table-gold-1-1.jpg,https://cityw.com.sa/product/coffee-table-hippo-80x49cm/,true,50,center-table,235846254206,227,9/15/26,9/15/26,false,cm,80.00,49.00,,2D_icons/cityw/center-table-164325.svg,39.00,Tencent_3D_models/cityw/center-table-172819.glb,Gold,,"Modern, Classy",,,,tables,center-table,
172821,dde349cf-cfad-4c15-96b5-d1b096db2981,طاولة جانبية من الرخام المعدني ميلر - رمادي فحمي,Miler Mineral Marble Side Table - Charcoal Grey,2370.00,SAR,https://cityw.com.sa/wp-content/uploads/2026/09/07-30-00657-1.jpg,https://cityw.com.sa/product/marble-look-side-table-charcoal-grey-and-silver/,true,50,side-table,713139258487,227,9/15/26,9/15/26,false,cm,60.00,60.00,,2D_icons/cityw/side-table-164333.svg,60.00,Tencent_3D_models/cityw/side-table-172821.glb,Black,,"Modern, Minimalist",,,,tables,service-table,
